,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
897,Dernell Stenson,22,L,L,"6' 1""",230,"Jun 17, 1978","La Grange, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=stenso001der,https://www.baseball-reference.com/players/s/stensde01.shtml,0.0,3,8,"Outfielder,FirstBaseman"
898,Wilton Veras,22,R,R,"6' 2""",186,"Jan 19, 1978","Monte Cristi, Monte Cristi, DO",https://www.baseball-reference.com/register/player.fcgi?id=veras-001wil,https://www.baseball-reference.com/players/v/veraswi01.shtml,-325809.029165002,np.nan,9,ThirdBaseman
899,Julio Vinas,27,R,R,"6' 1""",205,"Feb 14, 1973","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=vinas-001jul,,0.0,33,11,"Catcher,FirstBaseman,Rightfielder"
900,John Wasdin,27,R,R,"6' 2""",190,"Aug 5, 1972","Fort Belvoir, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=wasdin001joh,https://www.baseball-reference.com/players/w/wasdijo01.shtml,-1892235.576905112,1,14,Pitcher
901,Tim Young,26,L,L,"5' 9""",170,"Oct 15, 1973","Gulfport, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=young-001tim,https://www.baseball-reference.com/players/y/youngti01.shtml,0.0,19,8,ReliefPitcher
902,Aaron Capista,21,S,R,"6' 2""",189,"May 31, 1979","Joliet, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=capist001aar,,0.0,2,6,"Shortstop,ThirdBaseman,SecondBaseman"
903,Carl Dale,27,R,R,"6' 2""",215,"Dec 7, 1972","Indianapolis, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=dale--001jam,https://www.baseball-reference.com/players/d/daleca01.shtml,0.0,2,7,Pitcher
904,Tommy Darrell,23,R,R,"6' 6""",220,"Jul 21, 1976","Mount Pleasant, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=darrel001tho,,0.0,27,7,Pitcher
905,Fernando De La Cruz,29,R,R,"6' 0""",225,"Jan 25, 1971","La Romana, La Romana, DO",https://www.baseball-reference.com/register/player.fcgi?id=desgue002fer,,0.0,np.nan,7,ReliefPitcher
906,Jim Dedrick,32,S,R,"6' 0""",185,"Apr 4, 1968","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=dedric001jam,https://www.baseball-reference.com/players/d/dedriji01.shtml,-194124.26293950644,33,11,ReliefPitcher
907,Les Dennis,27,R,R,"6' 0""",175,"Jun 3, 1973","Portland, OR, US",https://www.baseball-reference.com/register/player.fcgi?id=dennis001les,,0.0,28,6,"Shortstop,SecondBaseman,ThirdBaseman"
908,Tony Derosso,24,R,R,"6' 3""",226,"Nov 7, 1975","Waukesha, WI, US",https://www.baseball-reference.com/register/player.fcgi?id=deross001ant,,0.0,19,9,"ThirdBaseman,FirstBaseman,Leftfielder"
909,Justin Duchscherer,22,R,R,"6' 3""",165,"Nov 19, 1977","Aberdeen, SD, US",https://www.baseball-reference.com/register/player.fcgi?id=duchsc001jus,https://www.baseball-reference.com/players/d/duchsju01.shtml,12378399.622368796,8,12,Pitcher
910,Juan Espinal,24,R,R,"5' 11""",200,"Apr 15, 1976","La Vega, La Vega, DO",https://www.baseball-reference.com/register/player.fcgi?id=espina002jua,,0.0,np.nan,8,"ThirdBaseman,FirstBaseman"
911,Mark Fischer,24,R,R,"6' 1""",205,"Apr 15, 1976","Marietta, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=fische001mar,,0.0,1,6,Outfielder
912,Bryce Florie,30,R,R,"6' 0""",185,"May 21, 1970","Charleston, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=florie001bry,https://www.baseball-reference.com/players/f/floribr01.shtml,-4183059.1767692887,5,13,Pitcher
913,Josh Garrett,22,R,R,"6' 4""",205,"Jan 12, 1978","Owensboro, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=garret001jos,,0.0,1,6,Pitcher
914,Jess Graham,24,L,L,"6' 0""",180,"Oct 12, 1975","Fairmont, WV, US",https://www.baseball-reference.com/register/player.fcgi?id=graham001jes,,0.0,np.nan,4,Outfielder
915,Terry Hill,24,L,L,"5' 10""",179,"Oct 17, 1975","New Orleans, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=hill--001ter,,0.0,18,5,ReliefPitcher
916,Shea Hillenbrand,24,R,R,"6' 1""",200,"Jul 27, 1975","Mesa, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=hillen001she,https://www.baseball-reference.com/players/h/hillesh02.shtml,-325809.029165002,10,7,"ThirdBaseman,FirstBaseman,Catcher"
917,Justin Jensen,26,L,L,"6' 3""",210,"Dec 19, 1973","Santa Cruz, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=jensen001jus,,0.0,48,7,Pitcher
918,Rontrez Johnson,23,R,R,"5' 10""",160,"Dec 8, 1976","Marshall, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=johnso010ron,https://www.baseball-reference.com/players/j/johnsro06.shtml,442565.1230101303,16,9,Centerfielder
919,Danny Lampley,24,R,R,"6' 5""",225,"Nov 1, 1975","Rockingham, NC, US",https://www.baseball-reference.com/register/player.fcgi?id=lample001dan,,0.0,np.nan,3,StartingPitcher
920,Carlos Leon,20,S,R,"5' 10""",181,"Aug 31, 1979","Cabimas, Zulia, VE",https://www.baseball-reference.com/register/player.fcgi?id=leon--001car,,0.0,np.nan,13,"SecondBaseman,Shortstop,ThirdBaseman"
921,Marc Lewis,25,R,R,"6' 2""",185,"May 20, 1975","Decatur, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=lewis-001mar,,0.0,25,7,Outfielder
922,Steve Lomasney,22,R,R,"6' 0""",185,"Aug 9, 1977","Melrose, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=lomasn001ste,https://www.baseball-reference.com/players/l/lomasst01.shtml,0.0,5,12,"Catcher,Leftfielder"
923,Garry Maddox,25,L,R,"6' 3""",180,"Oct 24, 1974","Stanford, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=maddox002gar,,0.0,np.nan,6,Outfielder
924,Marty McLeary,25,R,R,"6' 5""",220,"Oct 26, 1974","Kettering, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=mclear001mar,https://www.baseball-reference.com/players/m/mcleama01.shtml,0.0,10,14,Pitcher
925,Jason Norton,24,R,R,"6' 3""",205,"Apr 9, 1976","Mobile, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=norton001jas,,0.0,16,4,Pitcher
926,Kirt Ojala,31,L,L,"6' 2""",210,"Dec 24, 1968","Kalamazoo, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=ojala-001kir,https://www.baseball-reference.com/players/o/ojalaki01.shtml,-765588.02568808,4,10,StartingPitcher
927,Rob Radlosky,26,R,R,"6' 2""",192,"Jan 7, 1974","West Palm Beach, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=radlos001rob,https://www.baseball-reference.com/players/r/radloro01.shtml,0.0,22,7,StartingPitcher
928,Kelly Ramos,23,S,R,"6' 0""",220,"Oct 15, 1976","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=ramos-001kel,,0.0,np.nan,8,"Catcher,Leftfielder"
929,Chris Reitsma,22,R,R,"6' 5""",215,"Dec 31, 1977","Minneapolis, MN, US",https://www.baseball-reference.com/register/player.fcgi?id=reitsm001chr,https://www.baseball-reference.com/players/r/reitsch01.shtml,9813105.810813768,1,8,Pitcher
930,Angel Santos,20,S,R,"5' 11""",178,"Aug 14, 1979","Rio Piedras, PR",https://www.baseball-reference.com/register/player.fcgi?id=santos001ang,https://www.baseball-reference.com/players/s/santoan01.shtml,0.0,4,7,"SecondBaseman,Shortstop,ThirdBaseman"
931,Jose Soriano,26,R,R,"6' 1""",190,"Apr 20, 1974","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=sorian002jos,,0.0,np.nan,8,Centerfielder
932,Jeff Taglienti,24,R,R,"6' 0""",210,"Nov 13, 1975","Waltham, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=taglie001jef,,0.0,7,6,ReliefPitcher
933,Alex Ahumada,21,R,R,"6' 1""",195,"Jan 20, 1979","Culiacan, Sinaloa, MX",https://www.baseball-reference.com/register/player.fcgi?id=ahumad001ale,,0.0,np.nan,7,"Shortstop,ThirdBaseman,SecondBaseman"
934,Josh Belovsky,26,R,R,"6' 2""",225,"Apr 8, 1974","Fremont, NE, US",https://www.baseball-reference.com/register/player.fcgi?id=belovs001jos,,0.0,np.nan,2,ReliefPitcher
935,Henry Borjas,21,S,R,"6' 0""",193,"Jun 5, 1979","Maracaibo, Zulia, VE",https://www.baseball-reference.com/register/player.fcgi?id=borjas001hen,,0.0,np.nan,3,"SecondBaseman,FirstBaseman,Shortstop"
936,Tonayne Brown,22,R,L,"5' 11""",190,"Aug 24, 1977","Tallahassee, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=brown-001ton,,0.0,36,6,Outfielder
937,Eleuterio Castro,22,R,R,"6' 1""",195,"Feb 20, 1978","El Seibo, El Seibo, DO",https://www.baseball-reference.com/register/player.fcgi?id=castro001ele,,0.0,np.nan,2,ReliefPitcher
938,Mark Cisar,25,R,R,"5' 11""",185,"May 22, 1975","New Martinsville, WV, US",https://www.baseball-reference.com/register/player.fcgi?id=cisar-001mar,,0.0,np.nan,4,ReliefPitcher
939,John Curtice,20,L,L,"6' 4""",210,"Nov 1, 1979","Richmond, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=curtic001joh,,0.0,1,4,StartingPitcher
940,Mike Dwyer,22,L,L,"6' 2""",200,"Jul 13, 1977","Newburgh, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=dwyer-002mic,,0.0,13,2,"FirstBaseman,Leftfielder"
941,Randy Eversgerd,23,R,R,"6' 0""",180,"Aug 28, 1976","Centralia, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=eversg001ran,,0.0,12,3,Pitcher
942,Casey Fossum,22,L,L,"6' 1""",160,"Jan 6, 1978","Cherry Hill, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=fossum001cas,https://www.baseball-reference.com/players/f/fossuca01.shtml,8911188.99793268,1,10,Pitcher
943,Dan Giese,23,R,R,"6' 3""",200,"May 19, 1977","Anaheim, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=giese-001dan,https://www.baseball-reference.com/players/g/gieseda01.shtml,0.0,34,12,ReliefPitcher
944,Danny Haas,24,L,R,"5' 11""",180,"Jan 4, 1976","Paducah, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=haas--001dan,,0.0,18,5,Leftfielder
945,Josh Hancock,22,R,R,"6' 3""",217,"Apr 11, 1978","Cleveland, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=hancoc001jos,https://www.baseball-reference.com/players/h/hancojo01.shtml,1495374.691981826,5,8,Pitcher
946,Victor Hernandez,23,R,R,"6' 0""",167,"Feb 28, 1977","Arecibo, PR",https://www.baseball-reference.com/register/player.fcgi?id=hernan003vic,,0.0,28,4,"Outfielder,SecondBaseman,ThirdBaseman"
947,Kenichiro Kawabata,21,S,L,"6' 2""",170,"May 8, 1979","Kawabe, JP",https://www.baseball-reference.com/register/player.fcgi?id=kawaba001ken,,0.0,np.nan,3,"Outfielder,ReliefPitcher"
948,Joe Kerrigan,22,L,R,"5' 10""",180,"Nov 1, 1977","Philadelphia, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=kerrig001jos,,0.0,46,3,"SecondBaseman,ThirdBaseman,Shortstop"
949,Jon Lyons,25,R,R,"6' 3""",215,"Jan 13, 1975","Memphis, TN, US",https://www.baseball-reference.com/register/player.fcgi?id=lyons-001jon,,0.0,np.nan,4,ReliefPitcher
950,Angel Mendoza,21,R,R,"6' 2""",178,"Nov 30, 1978","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=mendoz001ang,,0.0,np.nan,5,"Outfielder,Shortstop,ThirdBaseman"
951,Steve Minus,23,R,R,"6' 2""",210,"Dec 30, 1976","San Antonio, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=minus-001ste,,0.0,47,3,"ThirdBaseman,FirstBaseman,Leftfielder"
952,Rudy Pena,21,R,R,"6' 0""",215,"Mar 7, 1979","Monte Cristi, Monte Cristi, DO",https://www.baseball-reference.com/register/player.fcgi?id=pena--001rod,,0.0,np.nan,8,Catcher
953,Isauro Pineda,21,R,R,"6' 0""",195,"Nov 10, 1978","Mazatlan, Sinaloa, MX",https://www.baseball-reference.com/register/player.fcgi?id=pineda001isa,,0.0,np.nan,5,Pitcher
954,Andy Riepe,23,R,R,"6' 1""",200,"Mar 26, 1977","Danbury, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=riepe-001and,,0.0,np.nan,3,"Catcher,Leftfielder"
955,Mike Robertson,24,R,R,"6' 2""",188,"Jul 15, 1975","St. Louis, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=robert007mic,,0.0,np.nan,1,"Rightfielder,Shortstop"
956,Ronny Rodriguez,19,R,R,"6' 0""",168,"Jan 7, 1981","San Juan, VE",https://www.baseball-reference.com/register/player.fcgi?id=rodrig002ron,,0.0,np.nan,4,"SecondBaseman,Shortstop,ThirdBaseman"
957,Pat Santoro,21,R,R,"6' 0""",170,"Nov 9, 1978","Elmwood Park, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=santor001pat,,0.0,33,5,"SecondBaseman,Leftfielder"
958,Lance Surridge,23,L,R,"6' 4""",200,"Jul 17, 1976","St. Paul, MN, US",https://www.baseball-reference.com/register/player.fcgi?id=surrid001lan,,0.0,15,3,ReliefPitcher
959,Jeff Waldron,23,L,R,"6' 1""",200,"Oct 4, 1976","Lynn, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=waldro001jef,,0.0,18,6,"Catcher,Rightfielder"
960,Brian Wiese,23,R,R,"5' 11""",200,"Aug 15, 1976","Greenwell Springs, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=wiese-001bri,,0.0,10,2,Leftfielder
961,Jon Anderson,23,S,R,"5' 9""",150,"Oct 17, 1976","Park Ridge, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=anders001jon,,0.0,28,3,"SecondBaseman,Shortstop,ThirdBaseman"
962,Brad Baker,19,R,R,"6' 2""",180,"Nov 6, 1980","Brattleboro, VT, US",https://www.baseball-reference.com/register/player.fcgi?id=baker-001bra,,0.0,1,9,ReliefPitcher
963,Jason Bottenfield,23,R,R,"6' 1""",195,"Jun 4, 1977","Springfield, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=botten001jas,,0.0,19,2,ReliefPitcher
964,Hector De Los Santos,23,R,R,"6' 2""",155,"Jan 19, 1977","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=deloss001hec,,0.0,np.nan,3,"SecondBaseman,Shortstop,Outfielder"
965,Rodney Dickinson,24,R,R,"5' 10""",175,"Nov 9, 1975","Atlanta, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=dickin001rod,,0.0,np.nan,4,ReliefPitcher
966,Lew Ford,23,R,R,"5' 11""",190,"Aug 12, 1976","Beaumont, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=ford--001jon,https://www.baseball-reference.com/players/f/fordle01.shtml,2396221.498689647,12,11,Outfielder
967,Mike Gambino,22,R,R,"5' 9""",175,"Jul 9, 1977","Garrison, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=gambin001mic,,0.0,np.nan,2,"SecondBaseman,Shortstop"
968,Jerome Gamble,20,R,R,"6' 4""",235,"Apr 5, 1980","Alexander City, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=gamble001jer,,0.0,4,10,Pitcher
969,Luis Garcia,21,R,R,"6' 4""",180,"Nov 5, 1978","Guadalajara, Jalisco, MX",https://www.baseball-reference.com/register/player.fcgi?id=garcia002lui,,0.0,np.nan,8,"FirstBaseman,Rightfielder"
970,Eric Glaser,22,R,R,"6' 6""",217,"Jan 23, 1978","Fort Thomas, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=glaser001eri,,0.0,2,9,Pitcher
971,Ian Harvey,23,R,R,"6' 1""",190,"Oct 11, 1976","Toronto, ON, CA",https://www.baseball-reference.com/register/player.fcgi?id=harvey001ian,,0.0,np.nan,4,ReliefPitcher
972,Justin Headley,24,L,L,"6' 2""",200,"Apr 27, 1976","Memphis, TN, US",https://www.baseball-reference.com/register/player.fcgi?id=headle001jus,,0.0,np.nan,5,"Outfielder,FirstBaseman"
973,Kregg Jarvais,23,R,R,"6' 2""",215,"Dec 25, 1976","Skowhegan, ME, US",https://www.baseball-reference.com/register/player.fcgi?id=jarvai001kre,,0.0,11,2,Catcher
974,Mauricio Lara,21,S,L,"5' 11""",194,"Apr 2, 1979","Hermosillo, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=lara--001mau,,0.0,np.nan,3,Pitcher
975,Drew Larned,24,R,R,"6' 0""",195,"Nov 13, 1975","Willoughby, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=larned001and,,0.0,23,5,Catcher
976,B.J. Leach,22,R,R,"5' 11""",175,"Aug 3, 1977","Royal Oak, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=leach-001bry,,0.0,14,4,ReliefPitcher
977,Wil Ledezma,19,L,L,"6' 4""",225,"Jan 21, 1981","Valle de la Pascua, Guarico, VE",https://www.baseball-reference.com/register/player.fcgi?id=ledezm001wil,https://www.baseball-reference.com/players/l/ledezwi01.shtml,3181357.5603566933,np.nan,11,ReliefPitcher
978,Yovanny Lopez,20,R,R,"6' 3""",170,"Jun 16, 1980","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=lopez-001yov,,0.0,np.nan,2,Outfielder
979,Anastacio Martinez,21,R,R,"6' 2""",180,"Nov 3, 1978","Villa Mella, Santo Domingo, DO",https://www.baseball-reference.com/register/player.fcgi?id=martin002ana,https://www.baseball-reference.com/players/m/martian01.shtml,0.0,np.nan,11,Pitcher
980,Edgar Martinez,18,R,R,"6' 0""",245,"Oct 23, 1981","Guigue, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=martin002edg,,0.0,np.nan,10,"ReliefPitcher,Catcher"
981,Jose Pena,20,R,R,"6' 0""",182,"Feb 10, 1980","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=pena--008jos,,0.0,np.nan,3,Leftfielder
982,Ric Riccobono,20,R,R,"6' 2""",225,"Jan 3, 1980","Rockville Centre, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=riccob001ric,,0.0,6,3,Pitcher
983,Carlos Rodriguez,23,R,R,"6' 1""",227,"Jun 12, 1977","Remedios, Villa Clara, CU",https://www.baseball-reference.com/register/player.fcgi?id=rodrig002car,,0.0,11,6,Outfielder
984,Mike Rupp,22,R,R,"6' 3""",200,"Feb 21, 1978","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=rupp--001mic,,0.0,19,6,ReliefPitcher
985,Cesar Saba,21,S,R,"6' 0""",160,"Aug 2, 1978","Sabana Grande de Palenque, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=saba--001ces,,0.0,np.nan,3,"Shortstop,ThirdBaseman"
986,Freddy Sanchez,22,R,R,"6' 0""",200,"Dec 21, 1977","Hollywood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=sanche001fre,https://www.baseball-reference.com/players/s/sanchfr01.shtml,39876193.85549389,11,9,"SecondBaseman,Shortstop,ThirdBaseman"
987,Alex Solano,22,R,R,"6' 1""",150,"Apr 22, 1978","La Romana, La Romana, DO",https://www.baseball-reference.com/register/player.fcgi?id=solano001ale,,0.0,np.nan,5,ReliefPitcher
988,Corey Spencer,23,L,L,"6' 1""",220,"Sep 4, 1976","Lynn, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=spence001cor,,0.0,np.nan,4,ReliefPitcher
989,Dennis Tankersley,21,R,R,"6' 2""",185,"Feb 24, 1979","Troy, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=tanker001den,https://www.baseball-reference.com/players/t/tankede01.shtml,0.0,38,10,StartingPitcher
990,Chaz Terni,21,R,R,"5' 10""",170,"Oct 1, 1978","Norwich, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=terni-001cha,,0.0,13,5,"Shortstop,ThirdBaseman,SecondBaseman"
991,Joe Troilo,22,R,R,"6' 0""",190,"Sep 27, 1977","West Chester, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=troilo001jos,,0.0,np.nan,2,ReliefPitcher
992,Chris Warren,23,R,R,"6' 3""",200,"Sep 30, 1976","Fayetteville, NC, US",https://www.baseball-reference.com/register/player.fcgi?id=warren001chr,,0.0,np.nan,5,Outfielder
993,Brady Williams,20,R,R,"6' 1""",180,"Oct 18, 1979","Salt Lake City, UT, US",https://www.baseball-reference.com/register/player.fcgi?id=willia002bra,,0.0,45,5,"ThirdBaseman,FirstBaseman,SecondBaseman"
994,Brian Adams,22,L,L,"6' 3""",191,"Oct 2, 1977","Sumter, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=adams-001bri,,0.0,8,5,Pitcher
995,Bryan Barnowski,19,R,R,"6' 2""",200,"Sep 3, 1980","Hartford, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=barnow001bry,,0.0,42,5,"Catcher,FirstBaseman"
996,Brian Bentley,21,R,R,"6' 3""",203,"Aug 7, 1978","Louisville, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=bentle002bri,,0.0,20,1,ReliefPitcher
997,Tony Blanco,18,R,R,"6' 2""",200,"Nov 10, 1981","San Juan de la Maguana, San Juan, DO",https://www.baseball-reference.com/register/player.fcgi?id=blanco001ton,https://www.baseball-reference.com/players/b/blancto01.shtml,439083.3191344352,np.nan,9,"FirstBaseman,ThirdBaseman,Outfielder"
